timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-29 08:41:03.676,25000,4,8,1173.78,21.2972,3.28,3.41,4.59,3.43,85174.96,6250.0,6.28,21.2937,0.0
2025-03-29 08:41:59.413,37500,4,8,673.34,55.6912,5.72,5.94,9.12,5.99,222741.86,9375.0,3.54,55.6855,0.0
2025-03-29 08:43:49.627,50000,4,8,453.84,110.1692,8.5,8.81,12.01,8.9,440657.94,12500.0,5.1,110.1645,0.0
2025-03-29 08:46:56.985,62500,4,8,333.66,187.3126,11.56,11.99,15.65,12.08,749207.85,15625.0,3.94,187.302,0.0
2025-03-29 08:51:46.236,75000,4,8,259.36,289.1669,14.87,15.42,19.69,15.55,1156636.48,18750.0,5.61,289.1591,0.0
2025-03-29 02:14:20.101,12500,6,8,3698.84,3.3778,1.31,1.62,2.14,1.82,20262.61,2083.3333,248.67,3.3771,0.0
2025-03-29 02:14:37.618,25000,6,8,1430.89,17.4699,3.51,4.19,5.01,4.65,104801.4,4166.6667,484.97,17.4669,0.0
2025-03-29 02:15:23.216,37500,6,8,823.22,45.5514,6.12,7.29,8.83,8.13,273287.03,6250.0,711.45,45.5478,0.0
2025-03-29 02:16:53.464,50000,6,8,554.31,90.2011,9.09,10.82,15.44,12.08,541162.47,8333.3333,947.38,90.1937,0.0
2025-03-29 02:19:26.556,62500,6,8,408.37,153.0455,12.36,14.69,19.73,16.41,918219.79,10416.6667,1179.72,153.0366,0.0
2025-03-29 02:23:22.643,75000,6,8,317.74,236.0394,15.89,18.88,22.09,21.11,1416162.86,12500.0,1411.1,236.0271,0.01
2025-03-29 03:53:45.495,12500,6,8,3702.37,3.3745,1.27,1.62,4.82,1.82,20240.47,2083.3333,246.27,3.3734,0.0
2025-03-29 03:54:03.006,25000,6,8,1431.42,17.4634,3.51,4.19,5.02,4.65,104765.48,4166.6667,484.61,17.4609,0.0
2025-03-29 03:54:48.570,37500,6,8,823.86,45.5157,6.12,7.28,12.29,8.13,273066.93,6250.0,601.79,45.5112,0.0
2025-03-29 03:56:18.776,50000,6,8,554.56,90.1595,9.09,10.82,12.69,12.08,540908.15,8333.3333,951.19,90.1514,0.0
2025-03-29 03:58:51.812,62500,6,8,408.52,152.9895,12.36,14.69,20.72,16.41,917878.72,10416.6667,1175.23,152.9798,0.01
2025-03-29 04:02:47.930,75000,6,8,317.7,236.0708,15.89,18.89,22.08,21.11,1416394.96,12500.0,1409.67,236.0658,0.0
2025-03-29 05:33:07.522,12500,6,8,3710.84,3.3668,1.04,1.62,3.94,1.82,20193.07,2083.3333,245.86,3.3655,0.0
2025-03-29 05:33:25.021,25000,6,8,1432.39,17.4517,3.51,4.19,4.99,4.65,104694.25,4166.6667,484.61,17.449,0.0
2025-03-29 05:34:10.624,37500,6,8,823.13,45.5561,6.12,7.29,8.8,8.13,273307.27,6250.0,601.77,45.5512,0.0
2025-03-29 05:35:40.742,50000,6,8,555.1,90.0719,9.09,10.81,12.62,12.08,540403.04,8333.3333,786.11,90.0672,0.0
2025-03-29 05:38:13.833,62500,6,8,408.5,152.9986,10.55,14.69,33.39,16.41,917931.58,10416.6667,965.97,152.9886,0.0
2025-03-29 05:42:09.821,75000,6,8,317.87,235.9417,15.89,18.87,21.55,21.11,1415580.22,12500.0,1409.67,235.93,0.01
2025-03-29 07:12:35.110,12500,6,8,3701.76,3.3751,1.27,1.62,2.33,1.82,20243.81,2083.3333,246.57,3.374,0.0
2025-03-29 07:12:52.567,25000,6,8,1435.79,17.4103,3.51,4.18,5.17,4.65,104444.93,4166.6667,483.2,17.4075,0.0
2025-03-29 07:13:38.142,37500,6,8,823.64,45.5277,6.12,7.28,11.56,8.13,273135.05,6250.0,713.94,45.5225,0.0
2025-03-29 07:15:08.251,50000,6,8,555.16,90.0627,9.09,10.81,15.45,12.08,540344.65,8333.3333,786.86,90.0574,0.0
