ID,Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
474,2025-03-01 20:25:23,5273364,4880284,48.0643
475,2025-03-01 20:25:26,5272096,4880192,48.0699
476,2025-03-01 20:25:29,5260220,4865828,48.0526
477,2025-03-01 20:25:32,5257272,4865812,48.0665
478,2025-03-01 20:25:35,5274112,4865788,47.9865
479,2025-03-01 20:25:38,5265020,4880188,48.1034
480,2025-03-01 20:25:41,5275900,4865860,47.9785
481,2025-03-01 20:25:44,5254328,4883600,48.1716
482,2025-03-01 20:25:47,5254184,4881376,48.1609
483,2025-03-01 20:25:50,5270128,4896284,48.1614
484,2025-03-01 20:25:53,5268844,4902260,48.1979
485,2025-03-01 20:25:56,5348204,4895460,47.7901
486,2025-03-01 20:25:59,5385136,4883708,47.5585
487,2025-03-01 20:26:02,5219352,4902288,48.4337
488,2025-03-01 20:26:05,5270092,4953952,48.4539
489,2025-03-01 20:26:08,5324104,4937868,48.1181
490,2025-03-01 20:26:11,5336256,4923144,47.9867
