ID,Timestamp,%CPU (global),%CPU (user),%CPU(system)
473,2025-03-09 18:25:14,9.4,4.7,3.5
474,2025-03-09 18:25:20,9.4,4.7,3.5
475,2025-03-09 18:25:25,13.1,8.3,3.6
476,2025-03-09 18:25:30,8.5,4.9,2.4
477,2025-03-09 18:25:35,18.0,9.0,8.0
478,2025-03-09 18:25:40,8.4,4.8,2.4
479,2025-03-09 18:25:46,9.5,4.8,3.6
480,2025-03-09 18:25:51,11.8,5.9,3.5
481,2025-03-09 18:25:56,9.4,4.7,3.5
482,2025-03-09 18:26:01,8.3,4.8,2.4
483,2025-03-09 18:26:07,9.4,4.7,3.5
484,2025-03-09 18:26:12,9.5,4.8,2.4
485,2025-03-09 18:26:17,10.6,5.9,3.5
486,2025-03-09 18:26:22,8.3,4.8,2.4
487,2025-03-09 18:26:27,9.4,4.7,3.5
488,2025-03-09 18:26:33,9.4,5.9,2.4
489,2025-03-09 18:26:38,9.4,5.9,3.5
490,2025-03-09 18:26:43,9.4,5.9,2.4
491,2025-03-09 18:26:48,11.6,7.0,3.5
492,2025-03-09 18:26:54,7.3,3.7,2.4
493,2025-03-09 18:26:59,11.6,7.0,3.5
494,2025-03-09 18:27:04,9.5,4.8,3.6
495,2025-03-09 18:27:09,8.3,4.8,3.6
496,2025-03-09 18:27:15,8.3,6.0,2.4
497,2025-03-09 18:27:20,11.8,5.9,3.5
498,2025-03-09 18:27:25,9.5,7.1,1.2
499,2025-03-09 18:27:30,10.6,4.7,3.5
500,2025-03-09 18:27:35,11.6,5.8,4.7
501,2025-03-09 18:27:41,10.5,5.8,3.5
502,2025-03-09 18:27:46,14.3,7.1,6.0
503,2025-03-09 18:27:51,10.6,5.9,2.4
504,2025-03-09 18:27:56,10.7,6.0,3.6
505,2025-03-09 18:28:02,10.6,4.7,3.5
506,2025-03-09 18:28:07,10.7,7.1,2.4
507,2025-03-09 18:28:12,8.3,3.6,3.6
508,2025-03-09 18:28:17,11.5,5.7,4.6
509,2025-03-09 18:28:22,14.1,8.1,6.1
510,2025-03-09 18:28:28,15.5,6.0,3.6
